EmpId,EmpName,Designation ,DepartMent,CompanyId,CompanyName
43588,Nandini,WebDeveloper,AccountsAndFinance,0,
43589,Hethan,TechnicalSupport,IT,0,
43590,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43591,Lavanya,NetworkEngineer,HR,0,
43592,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43593,Hethan,TechnicalSupport,IT,0,
43594,Nandini,WebDeveloper,AccountsAndFinance,0,
43595,Hethan,TechnicalSupport,IT,0,
43596,Lavanya,NetworkEngineer,HR,0,
43597,Deeksha,BusinessAnalyst,Infrastructures,0,
43598,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43599,Hethan,TechnicalSupport,IT,0,
43600,Nandini,WebDeveloper,AccountsAndFinance,0,
43601,Lavanya,NetworkEngineer,HR,0,
43602,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43603,Deeksha,BusinessAnalyst,Infrastructures,0,
43604,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43605,Hethan,TechnicalSupport,IT,0,
43606,Nandini,WebDeveloper,AccountsAndFinance,0,
43607,Hethan,TechnicalSupport,IT,0,
43608,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43609,Deeksha,BusinessAnalyst,Infrastructures,0,
43610,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43611,Lavanya,NetworkEngineer,HR,0,
43612,Nandini,WebDeveloper,AccountsAndFinance,0,
43613,Hethan,TechnicalSupport,IT,0,
43614,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43615,Deeksha,BusinessAnalyst,Infrastructures,0,
43616,Lavanya,NetworkEngineer,HR,0,
43617,Hethan,TechnicalSupport,IT,0,
43618,Nandini,WebDeveloper,AccountsAndFinance,0,
43619,Hethan,TechnicalSupport,IT,0,
43620,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43621,Lavanya,NetworkEngineer,HR,0,
43622,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43623,Hethan,TechnicalSupport,IT,0,
43624,Nandini,WebDeveloper,AccountsAndFinance,0,
43625,Hethan,TechnicalSupport,IT,0,
43626,Lavanya,NetworkEngineer,HR,0,
43627,Deeksha,BusinessAnalyst,Infrastructures,0,
43628,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43629,Hethan,TechnicalSupport,IT,0,
43630,Nandini,WebDeveloper,AccountsAndFinance,0,
43631,Lavanya,NetworkEngineer,HR,0,
43632,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43633,Deeksha,BusinessAnalyst,Infrastructures,0,
43634,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43635,Hethan,TechnicalSupport,IT,0,
43636,Nandini,WebDeveloper,AccountsAndFinance,0,
43637,Hethan,TechnicalSupport,IT,0,
43638,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43639,Deeksha,BusinessAnalyst,Infrastructures,0,
43640,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43641,Lavanya,NetworkEngineer,HR,0,
43642,Nandini,WebDeveloper,AccountsAndFinance,0,
43643,Hethan,TechnicalSupport,IT,0,
43644,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43645,Deeksha,BusinessAnalyst,Infrastructures,0,
43646,Lavanya,NetworkEngineer,HR,0,
43647,Hethan,TechnicalSupport,IT,0,
43648,Nandini,WebDeveloper,AccountsAndFinance,0,
43649,Hethan,TechnicalSupport,IT,0,
43650,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43651,Lavanya,NetworkEngineer,HR,0,
43652,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43653,Hethan,TechnicalSupport,IT,0,
43654,Nandini,WebDeveloper,AccountsAndFinance,0,
43655,Hethan,TechnicalSupport,IT,0,
43656,Hethan,TechnicalSupport,IT,0,
43657,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43658,Deeksha,BusinessAnalyst,Infrastructures,0,
43659,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43660,Lavanya,NetworkEngineer,HR,0,
43661,Nandini,WebDeveloper,AccountsAndFinance,0,
43662,Hethan,TechnicalSupport,IT,0,
43663,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43664,Deeksha,BusinessAnalyst,Infrastructures,0,
43665,Lavanya,NetworkEngineer,HR,0,
43666,Hethan,TechnicalSupport,IT,0,
43667,Nandini,WebDeveloper,AccountsAndFinance,0,
43668,Hethan,TechnicalSupport,IT,0,
43669,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43670,Lavanya,NetworkEngineer,HR,0,
43671,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43672,Hethan,TechnicalSupport,IT,0,
43673,Nandini,WebDeveloper,AccountsAndFinance,0,
43674,Hethan,TechnicalSupport,IT,0,
43675,Lavanya,NetworkEngineer,HR,0,
43676,Deeksha,BusinessAnalyst,Infrastructures,0,
43677,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43678,Hethan,TechnicalSupport,IT,0,
43679,Nandini,WebDeveloper,AccountsAndFinance,0,
43680,Lavanya,NetworkEngineer,HR,0,
43681,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43682,Deeksha,BusinessAnalyst,Infrastructures,0,
43683,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43684,Hethan,TechnicalSupport,IT,0,
43685,Nandini,WebDeveloper,AccountsAndFinance,0,
43686,Hethan,TechnicalSupport,IT,0,
43687,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43688,Deeksha,BusinessAnalyst,Infrastructures,0,
43689,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43690,Lavanya,NetworkEngineer,HR,0,
43691,Nandini,WebDeveloper,AccountsAndFinance,0,
43692,Hethan,TechnicalSupport,IT,0,
43693,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43694,Deeksha,BusinessAnalyst,Infrastructures,0,
43695,Lavanya,NetworkEngineer,HR,0,
43696,Hethan,TechnicalSupport,IT,0,
43697,Nandini,WebDeveloper,AccountsAndFinance,0,
43698,Hethan,TechnicalSupport,IT,0,
43699,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43700,Lavanya,NetworkEngineer,HR,0,
43701,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43702,Hethan,TechnicalSupport,IT,0,
43703,Nandini,WebDeveloper,AccountsAndFinance,0,
43704,Hethan,TechnicalSupport,IT,0,
43705,Lavanya,NetworkEngineer,HR,0,
43706,Deeksha,BusinessAnalyst,Infrastructures,0,
43707,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43708,Hethan,TechnicalSupport,IT,0,
43709,Nandini,WebDeveloper,AccountsAndFinance,0,
43710,Lavanya,NetworkEngineer,HR,0,
43711,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43712,Deeksha,BusinessAnalyst,Infrastructures,0,
43713,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43714,Hethan,TechnicalSupport,IT,0,
43715,Nandini,WebDeveloper,AccountsAndFinance,0,
43716,Hethan,TechnicalSupport,IT,0,
43717,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43718,Deeksha,BusinessAnalyst,Infrastructures,0,
43719,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43720,Lavanya,NetworkEngineer,HR,0,
43721,Nandini,WebDeveloper,AccountsAndFinance,0,
43722,Hethan,TechnicalSupport,IT,0,
43723,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43724,Deeksha,BusinessAnalyst,Infrastructures,0,
43725,Lavanya,NetworkEngineer,HR,0,
43726,Hethan,TechnicalSupport,IT,0,
43727,Nandini,WebDeveloper,AccountsAndFinance,0,
43728,Hethan,TechnicalSupport,IT,0,
43729,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43730,Lavanya,NetworkEngineer,HR,0,
43731,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43732,Hethan,TechnicalSupport,IT,0,
43733,Nandini,WebDeveloper,AccountsAndFinance,0,
43734,Hethan,TechnicalSupport,IT,0,
43735,Lavanya,NetworkEngineer,HR,0,
43736,Deeksha,BusinessAnalyst,Infrastructures,0,
43737,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43738,Hethan,TechnicalSupport,IT,0,
43739,Nandini,WebDeveloper,AccountsAndFinance,0,
43740,Lavanya,NetworkEngineer,HR,0,
43741,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
43742,Deeksha,BusinessAnalyst,Infrastructures,0,
43743,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43744,Hethan,TechnicalSupport,IT,0,
43745,Nandini,WebDeveloper,AccountsAndFinance,0,
43746,Hethan,TechnicalSupport,IT,0,
43747,Manisha,SoftwareEngineer,SalesAndMarketing ,0,
43748,Deeksha,BusinessAnalyst,Infrastructures,0,
43749,Ram mohan Reddy,SystemsAnalyst,ResearchAndDevelopment,0,
